"Arrival time","private","public","workplace"
"14:15",0.617459714840125,1.17847117313214,0.967685495484583
"14:30",0.68969881042774,1.22253758132028,0.901737527085773
"14:45",0.761410613346832,1.2790358225489,0.915196296146754
"15:00",0.75719227199865,1.31855129185615,0.869436481339417
"15:15",0.883742512444107,1.24151832640888,0.695818360452753
"15:30",0.980764363452291,1.26982294627783,0.744269929072287
"15:45",1.03296633763604,1.29457561384951,0.7348487907296
"16:00",1.10573272589218,1.35973173880275,0.620449253711256
"16:15",1.3219227199865,1.34197197731634,0.582764700340507
"16:30",1.48063781321185,1.42022592636581,0.503357962880715
"16:45",1.77275795157344,1.53677436112033,0.336469226524542
"17:00",2.24995781658652,1.72491683436691,0.368770272270898
"17:15",2.71713912089766,1.91572327183646,0.294747042435499
"17:30",3.26394161815574,2.21453125884519,0.187076889947645
"17:45",3.91778452712393,2.48414663791065,0.165542859450075
"18:00",4.55053572935122,2.7538730154854,0.197843905196431
"18:15",4.55739053404201,2.80815128652822,0.160159351825682
"18:30",4.19672234877246,2.76952380529529,0.0995948910512644
"18:45",3.71846789842234,2.5737224349077,0.123820675361031
"19:00",3.36465451784358,2.44263319543619,0.144008828952504
"19:15",3.09942630557665,2.08899194483818,0.134587690609817
"19:30",2.64859107398971,1.87198985917619,0.122474798454933
"19:45",2.43134649455834,1.66087069450657,0.103632521769559
"20:00",2.3585801063022,1.51512965180878,0.0942113834268718
"20:15",2.30110520543322,1.28514074055985,0.0847902450841846
"20:30",2.24363030456425,1.16703832667527,0.0726773529293011
"20:45",2.19353750105459,1.08478843129137,0.0524891993378286
"21:00",2.17824601366743,1.05481883378306,0.0471056917134359
"21:15",2.31745127815743,0.993658655164261,0.0282634150280615
"21:30",2.20724711043618,0.969682977157617,0.032301045746356
"21:45",2.22992069518265,0.943154333437302,0.0349927995585524
"22:00",2.2657765966422,0.921509624125748,0.0201881535914725
"22:15",2.295832278748,0.858906464886177,0.0201881535914725
"22:30",2.33379735088163,0.828159877812841,0.0228799074036689
"22:45",2.22042942714925,0.759562799071608,0.0134587690609817
"23:00",2.13395342951152,0.683195824680075,0.0134587690609817
"23:15",1.7996498776681,0.619482680347603,0.0121128921548835
"23:30",1.449527545769,0.533902829684997,0.0134587690609817
"23:45",1.23439213701173,0.445659014799431,0.00538350762439267
